Time [s],X_pos_series_1,X_pos_series_2,Y_pos_series_1,Y_pos_series_2,Z_pos_series_1,Z_pos_series_2,Roll_Pitch_series_1,Roll_Pitch_series_2,Velocities_series_1,Velocities_series_2,Velocities_series_3
1.0300,0.3190,0.2636,-1.0171,-0.8645,1.0000,1.0044,-2.0831,-0.7566,0.0668,-0.1838,-0.0251
1.0460,0.3190,0.2650,-1.0171,-0.8684,1.0000,1.0038,-2.0353,-0.7394,0.0651,-0.1792,-0.0221
1.0620,0.3190,0.2664,-1.0171,-0.8722,1.0000,1.0033,-1.9900,-0.7232,0.0634,-0.1746,-0.0191
1.0790,0.3190,0.2678,-1.0171,-0.8762,1.0000,1.0027,-1.7840,-0.6481,0.0643,-0.1772,-0.0163
1.0950,0.3190,0.2692,-1.0171,-0.8798,1.0000,1.0022,-1.9816,-0.7201,0.0574,-0.1582,-0.0135
1.1110,0.3190,0.2704,-1.0171,-0.8834,1.0000,1.0017,-1.7697,-0.6430,0.0585,-0.1612,-0.0110
1.1270,0.3190,0.2717,-1.0171,-0.8868,1.0000,1.0013,-1.8274,-0.6640,0.0571,-0.1571,-0.0086
1.1430,0.3190,0.2729,-1.0171,-0.8901,1.0000,1.0009,-1.7067,-0.6202,0.0556,-0.1531,-0.0063
1.1590,-0.5043,0.2741,-0.3201,-0.8934,1.0000,1.0005,-2.7566,-1.5678,-1.0000,1.0000,-0.0043
1.1760,-0.5043,0.2752,-0.3201,-0.8967,1.0000,1.0006,-7.4523,-6.1853,-1.0000,1.0000,-0.0026
1.1920,-0.5043,0.2760,-0.3201,-0.8994,1.0000,1.0010,-13.0324,-12.7548,-1.0000,1.0000,-0.0029
1.2080,-0.5043,0.2761,-0.3201,-0.9014,1.0000,1.0017,-14.3239,-14.3239,-1.0000,1.0000,-0.0051
1.2240,-0.5043,0.2755,-0.3201,-0.9027,1.0000,1.0028,-14.0112,-14.0392,-1.0000,1.0000,-0.0087
1.2400,-0.5043,0.2743,-0.3201,-0.9033,1.0000,1.0040,-14.3239,-13.8229,-1.0000,1.0000,-0.0139
1.2560,-0.5043,0.2724,-0.3201,-0.9032,1.0000,1.0052,-14.3239,-14.3223,-1.0000,1.0000,-0.0198
1.2720,-0.5043,0.2699,-0.3201,-0.9025,1.0000,1.0064,-14.3239,-14.3239,-1.0000,1.0000,-0.0258
1.2880,-0.5043,0.2668,-0.3201,-0.9011,1.0000,1.0075,-14.3239,-14.3239,-1.0000,1.0000,-0.0318
1.3040,-0.5043,0.2631,-0.3201,-0.8991,1.0000,1.0084,-14.3239,-14.3239,-1.0000,1.0000,-0.0373
1.3210,-0.5043,0.2585,-0.3201,-0.8963,1.0000,1.0093,-14.3239,-14.3239,-1.0000,1.0000,-0.0421
1.3370,-0.5043,0.2536,-0.3201,-0.8931,1.0000,1.0099,-14.3239,-14.3239,-1.0000,1.0000,-0.0463
1.3530,-0.5043,0.2481,-0.3201,-0.8892,1.0000,1.0104,-14.3239,-14.3239,-1.0000,1.0000,-0.0496
1.3700,-0.5043,0.2416,-0.3201,-0.8844,1.0000,1.0108,-14.3239,-14.3239,-1.0000,1.0000,-0.0521
1.3870,-0.5043,0.2344,-0.3201,-0.8789,1.0000,1.0111,-14.3239,-14.3239,-1.0000,0.9879,-0.0542
1.4030,-0.5043,0.2271,-0.3201,-0.8731,1.0000,1.0112,-14.3239,-14.3239,-1.0000,0.9464,-0.0555
1.4190,-0.5043,0.2191,-0.3201,-0.8667,1.0000,1.0113,-14.3239,-14.3239,-1.0000,0.9251,-0.0562
1.4350,-0.5043,0.2106,-0.3201,-0.8597,1.0000,1.0112,-13.7828,-13.9853,-1.0000,0.8931,-0.0564
1.4510,-0.5043,0.2015,-0.3201,-0.8521,1.0000,1.0111,-12.6753,-13.4066,-1.0000,0.8598,-0.0561
1.4680,-0.5043,0.1912,-0.3201,-0.8434,1.0000,1.0109,-11.2523,-12.5469,-1.0000,0.8401,-0.0554
1.4850,-0.5043,0.1803,-0.3201,-0.8342,1.0000,1.0106,-9.3332,-11.6400,-1.0000,0.7913,-0.0544
1.5020,-0.5043,0.1689,-0.3201,-0.8246,1.0000,1.0103,-7.6572,-10.7340,-1.0000,0.7572,-0.0531
1.5190,-0.5043,0.1570,-0.3201,-0.8146,1.0000,1.0100,-5.9260,-9.8404,-1.0000,0.7250,-0.0515
1.5360,-0.5043,0.1447,-0.3201,-0.8043,1.0000,1.0096,-4.4187,-8.5621,-0.9726,0.6947,-0.0498
1.5530,-0.5043,0.1319,-0.3201,-0.7938,1.0000,1.0092,-3.0949,-7.1187,-0.9348,0.6665,-0.0479
1.5700,-0.5043,0.1189,-0.3201,-0.7833,1.0000,1.0088,-1.8813,-5.5951,-0.8981,0.6401,-0.0459
1.5870,-0.5043,0.1056,-0.3201,-0.7726,1.0000,1.0083,-0.8913,-4.1105,-0.8630,0.6155,-0.0438
1.6030,-0.5043,0.0930,-0.3201,-0.7626,1.0000,1.0079,0.1985,-2.4868,-0.8053,0.5729,-0.0416
1.6200,-0.5043,0.0795,-0.3201,-0.7520,1.0000,1.0076,0.4893,-1.8198,-0.8231,0.5906,-0.0396
1.6370,-0.5043,0.0660,-0.3201,-0.7415,1.0000,1.0075,1.1009,-0.7641,-0.7704,0.5523,-0.0380
1.6530,-0.5043,0.0532,-0.3201,-0.7317,1.0000,1.0075,1.9432,0.6655,-0.7170,0.5137,-0.0374
1.6690,-0.5043,0.0405,-0.3201,-0.7220,1.0000,1.0076,2.2240,1.2915,-0.7166,0.5161,-0.0377
1.6860,-0.5043,0.0272,-0.3201,-0.7118,1.0000,1.0077,2.2664,1.6078,-0.7166,0.5181,-0.0381
1.7020,-0.5043,0.0147,-0.3201,-0.7023,1.0000,1.0077,2.8369,2.4897,-0.6450,0.4652,-0.0383
1.7190,-0.5043,0.0016,-0.3201,-0.6925,1.0000,1.0079,3.0115,3.2737,-0.6712,0.4867,-0.0386
1.7350,-0.5043,-0.0105,-0.3201,-0.6834,1.0000,1.0084,2.8097,2.3063,-0.6032,0.4367,-0.0397
1.7510,-0.5043,-0.0224,-0.3201,-0.6744,1.0000,1.0091,3.4178,3.4903,-0.6091,0.4422,-0.0421
1.7670,-0.5043,-0.0342,-0.3201,-0.6657,1.0000,1.0100,3.1813,3.8412,-0.5902,0.4296,-0.0456
1.7830,-0.5043,-0.0457,-0.3201,-0.6571,1.0000,1.0110,3.5129,4.1052,-0.5728,0.4178,-0.0500
1.8000,-0.5043,-0.0578,-0.3201,-0.6482,1.0000,1.0120,3.1604,3.8030,-0.5776,0.4220,-0.0549
1.8160,-0.5043,-0.0689,-0.3201,-0.6400,1.0000,1.0130,3.6511,4.6457,-0.5172,0.3779,-0.0602
1.8320,-0.5043,-0.0797,-0.3201,-0.6320,1.0000,1.0141,3.5465,4.6125,-0.5238,0.3832,-0.0650
1.8480,-0.5043,-0.0903,-0.3201,-0.6242,1.0000,1.0152,3.4791,4.5455,-0.5096,0.3731,-0.0703
1.8650,-0.5043,-0.1014,-0.3201,-0.6160,1.0000,1.0164,3.2572,4.1949,-0.5155,0.3776,-0.0759
1.8820,-0.5043,-0.1121,-0.3201,-0.6081,1.0000,1.0177,3.2949,4.3614,-0.4816,0.3528,-0.0821
1.8980,-0.5043,-0.1221,-0.3201,-0.6008,1.0000,1.0188,3.5059,4.6142,-0.4475,0.3280,-0.0884
1.9140,-0.5043,-0.1317,-0.3201,-0.5937,1.0000,1.0197,3.4040,4.5513,-0.4545,0.3333,-0.0940
1.9300,-0.5043,-0.1412,-0.3201,-0.5867,1.0000,1.0205,3.3704,4.5166,-0.4420,0.3242,-0.0987
1.9470,-0.5043,-0.1511,-0.3201,-0.5794,1.0000,1.0210,3.0963,4.1511,-0.4472,0.3281,-0.1024
1.9630,-0.5043,-0.1601,-0.3201,-0.5728,1.0000,1.0214,3.4125,4.6247,-0.3987,0.2925,-0.1052
1.9790,-0.5043,-0.1690,-0.3201,-0.5663,1.0000,1.0217,3.2614,4.3638,-0.4053,0.2974,-0.1069
1.9960,-0.5043,-0.1781,-0.3201,-0.5596,1.0000,1.0220,3.0936,4.1822,-0.4109,0.3016,-0.1085
2.0130,-0.5043,-0.1870,-0.3201,-0.5530,1.0000,1.0222,3.0581,4.1636,-0.3835,0.2815,-0.1101
2.0290,-0.5043,-0.1952,-0.3201,-0.5470,1.0000,1.0222,3.2198,4.3542,-0.3560,0.2613,-0.1110
2.0460,-0.5043,-0.2037,-0.3201,-0.5408,1.0000,1.0220,2.8444,3.8755,-0.3774,0.2771,-0.1110
2.0620,-0.5043,-0.2114,-0.3201,-0.5351,1.0000,1.0218,3.1552,4.2917,-0.3363,0.2470,-0.1101
2.0780,-0.5043,-0.2190,-0.3201,-0.5295,1.0000,1.0215,2.9335,3.9561,-0.3426,0.2516,-0.1088
2.0940,0.3203,-0.2264,-1.5729,-0.5241,1.0000,1.0214,3.3258,4.4185,1.0000,-1.0000,-0.1077
2.1110,0.3203,-0.2339,-1.5729,-0.5186,1.0000,1.0216,7.4042,8.6048,1.0000,-1.0000,-0.1071
2.1280,0.3203,-0.2409,-1.5729,-0.5136,1.0000,1.0222,13.6866,13.7599,1.0000,-1.0000,-0.1081
2.1450,0.3203,-0.2472,-1.5729,-0.5093,1.0000,1.0231,14.3239,14.3179,1.0000,-1.0000,-0.1112
2.1620,0.3203,-0.2526,-1.5729,-0.5058,1.0000,1.0242,13.7296,14.1691,1.0000,-1.0000,-0.1156
2.1780,0.3203,-0.2571,-1.5729,-0.5031,1.0000,1.0253,14.3239,14.3239,1.0000,-1.0000,-0.1212
2.1940,0.3203,-0.2609,-1.5729,-0.5012,1.0000,1.0263,14.2695,14.3239,1.0000,-1.0000,-0.1264
2.2100,0.3203,-0.2641,-1.5729,-0.4998,1.0000,1.0271,14.3239,14.3239,1.0000,-1.0000,-0.1314
2.2260,0.3203,-0.2668,-1.5729,-0.4991,1.0000,1.0277,14.3239,14.3239,1.0000,-1.0000,-0.1354
2.2430,0.3203,-0.2689,-1.5729,-0.4989,1.0000,1.0280,14.3239,14.3239,1.0000,-1.0000,-0.1383
2.2590,0.3203,-0.2704,-1.5729,-0.4994,1.0000,1.0280,14.3239,14.3239,1.0000,-1.0000,-0.1399
2.2760,0.3203,-0.2712,-1.5729,-0.5006,1.0000,1.0278,14.3239,14.3239,1.0000,-1.0000,-0.1402
2.2920,0.3203,-0.2714,-1.5729,-0.5023,1.0000,1.0275,14.3239,14.3239,1.0000,-1.0000,-0.1392
2.3080,0.3203,-0.2711,-1.5729,-0.5046,1.0000,1.0269,14.3239,14.3239,1.0000,-1.0000,-0.1373
2.3250,0.3203,-0.2700,-1.5729,-0.5078,1.0000,1.0261,14.3239,14.3239,1.0000,-1.0000,-0.1344
2.3410,0.3203,-0.2684,-1.5729,-0.5114,1.0000,1.0252,14.3239,14.3239,1.0000,-1.0000,-0.1305
2.3580,0.3203,-0.2660,-1.5729,-0.5159,1.0000,1.0241,14.3239,14.3239,1.0000,-1.0000,-0.1261
2.3740,0.3203,-0.2631,-1.5729,-0.5208,1.0000,1.0230,14.3239,14.3239,1.0000,-1.0000,-0.1207
2.3910,0.3203,-0.2594,-1.5729,-0.5266,1.0000,1.0218,14.3239,14.3239,1.0000,-1.0000,-0.1152
2.4080,0.3203,-0.2550,-1.5729,-0.5332,1.0000,1.0204,14.3239,14.3239,1.0000,-1.0000,-0.1088
2.4240,0.3203,-0.2502,-1.5729,-0.5400,1.0000,1.0191,14.3239,14.3239,1.0000,-1.0000,-0.1021
2.4400,0.3203,-0.2448,-1.5729,-0.5475,1.0000,1.0178,14.3239,14.3239,0.9917,-1.0000,-0.0956
2.4560,0.3203,-0.2388,-1.5729,-0.5555,1.0000,1.0164,14.3022,14.3239,0.9617,-1.0000,-0.0889
2.4720,0.3203,-0.2322,-1.5729,-0.5642,1.0000,1.0151,13.8310,14.3239,0.9304,-1.0000,-0.0821
2.4880,0.3203,-0.2249,-1.5729,-0.5736,1.0000,1.0137,13.1465,13.6290,0.8978,-1.0000,-0.0753
2.5040,0.3203,-0.2171,-1.5729,-0.5835,1.0000,1.0124,12.2778,12.4953,0.8639,-1.0000,-0.0685
2.5210,0.3203,-0.2082,-1.5729,-0.5946,1.0000,1.0110,11.2995,11.0120,0.8442,-1.0000,-0.0619
2.5370,0.3203,-0.1993,-1.5729,-0.6055,1.0000,1.0098,10.4081,8.9820,0.7782,-1.0000,-0.0551
2.5540,0.3203,-0.1894,-1.5729,-0.6177,1.0000,1.0086,9.4824,7.7391,0.7780,-1.0000,-0.0490
2.5710,0.3203,-0.1792,-1.5729,-0.6303,1.0000,1.0075,8.6353,5.5795,0.7295,-1.0000,-0.0430
2.5880,0.3203,-0.1687,-1.5729,-0.6432,1.0000,1.0065,7.8455,4.3099,0.6986,-1.0000,-0.0375
2.6050,0.3203,-0.1581,-1.5729,-0.6566,1.0000,1.0056,7.1395,2.7965,0.6700,-1.0000,-0.0326
2.6220,0.3203,-0.1473,-1.5729,-0.6703,1.0000,1.0048,6.5040,1.6382,0.6434,-1.0000,-0.0281
2.6390,0.3203,-0.1365,-1.5729,-0.6842,1.0000,1.0040,5.9362,0.6973,0.6187,-1.0000,-0.0239
2.6550,0.3203,-0.1263,-1.5729,-0.6976,1.0000,1.0033,5.4587,-0.5090,0.5758,-1.0000,-0.0199
2.6710,0.3203,-0.1162,-1.5729,-0.7111,1.0000,1.0026,5.0272,-0.8433,0.5754,-1.0000,-0.0164
2.6870,0.3203,-0.1062,-1.5729,-0.7249,1.0000,1.0020,4.6402,-1.5645,0.5567,-1.0000,-0.0131
2.7040,0.3203,-0.0956,-1.5729,-0.7397,1.0000,1.0014,4.2704,-1.5829,0.5574,-1.0000,-0.0100
2.7200,0.3203,-0.0857,-1.5729,-0.7537,1.0000,1.0009,3.9573,-2.5702,0.5014,-1.0000,-0.0069
2.7370,0.3203,-0.0754,-1.5729,-0.7688,1.0000,1.0004,3.6578,-2.2216,0.5227,-1.0000,-0.0043
2.7530,0.3203,-0.0659,-1.5729,-0.7831,1.0000,1.0000,3.4027,-3.2994,0.4696,-1.0000,-0.0018
2.7690,0.3203,-0.0565,-1.5729,-0.7975,1.0000,0.9997,3.1708,-2.9760,0.4739,-1.0000,0.0001
2.7850,0.3203,-0.0473,-1.5729,-0.8121,1.0000,0.9995,2.9615,-3.4332,0.4606,-1.0000,0.0015
2.8010,0.3203,-0.0383,-1.5729,-0.8267,1.0000,0.9994,2.7748,-3.2699,0.4475,-1.0000,0.0024
2.8180,0.3203,-0.0289,-1.5729,-0.8423,1.0000,0.9993,2.5978,-3.1305,0.4516,-1.0000,0.0029
2.8340,0.3203,-0.0202,-1.5729,-0.8571,1.0000,0.9993,2.0967,-3.5682,0.4046,-0.9732,0.0034
2.8500,0.3203,-0.0117,-1.5729,-0.8719,1.0000,0.9994,1.7294,-3.4614,0.4100,-0.9702,0.0035
2.8660,0.3203,-0.0034,-1.5729,-0.8867,1.0000,0.9997,1.1140,-3.5408,0.3990,-0.9390,0.0028
2.8820,0.3203,0.0047,-1.5729,-0.9016,1.0000,1.0001,0.3612,-3.4213,0.3884,-0.9083,0.0015
2.8990,0.3203,0.0131,-1.5729,-0.9173,1.0000,1.0005,-0.0839,-3.2965,0.3929,-0.9058,-0.0005
2.9160,0.3203,0.0213,-1.5729,-0.9330,1.0000,1.0010,-1.1470,-3.3458,0.3669,-0.8480,-0.0026
2.9330,0.3203,0.0294,-1.5729,-0.9486,1.0000,1.0015,-1.8608,-3.3354,0.3561,-0.8184,-0.0049
2.9500,0.3203,0.0372,-1.5729,-0.9640,1.0000,1.0020,-2.6831,-3.4332,0.3459,-0.7904,-0.0075
2.9670,0.3203,0.0448,-1.5729,-0.9793,1.0000,1.0025,-3.2376,-3.3455,0.3359,-0.7638,-0.0100
2.9840,0.3203,0.0523,-1.5729,-0.9943,1.0000,1.0029,-3.7253,-3.3432,0.3262,-0.7386,-0.0123
3.0000,0.3203,0.0591,-1.5729,-1.0083,1.0000,1.0032,-4.5424,-3.4889,0.3031,-0.6870,-0.0143
3.0170,0.3203,0.0662,-1.5729,-1.0228,1.0000,1.0037,-4.2071,-3.1483,0.3211,-0.7191,-0.0160
3.0330,0.3203,0.0727,-1.5729,-1.0363,1.0000,1.0042,-4.3503,-3.0956,0.2871,-0.6455,-0.0183
3.0500,0.3203,0.0794,-1.5729,-1.0503,1.0000,1.0051,-5.6143,-3.1436,0.3046,-0.6779,-0.0212
3.0660,0.3203,0.0855,-1.5729,-1.0631,1.0000,1.0062,-5.0196,-2.9548,0.2724,-0.6079,-0.0257
3.0820,0.3203,0.0915,-1.5729,-1.0757,1.0000,1.0076,-5.3865,-2.9839,0.2780,-0.6177,-0.0312
3.0980,0.3203,0.0973,-1.5729,-1.0880,1.0000,1.0090,-4.9258,-2.8224,0.2711,-0.6015,-0.0379
3.1140,0.3203,0.1030,-1.5729,-1.1000,1.0000,1.0104,-5.0303,-2.7376,0.2643,-0.5857,-0.0451
3.1300,0.3203,0.1085,-1.5729,-1.1118,1.0000,1.0117,-4.9613,-2.7074,0.2574,-0.5698,-0.0522
3.1460,0.3203,0.1139,-1.5729,-1.1233,1.0000,1.0128,-4.9093,-2.6267,0.2505,-0.5539,-0.0586
3.1620,0.3203,0.1192,-1.5729,-1.1347,1.0000,1.0138,-5.0026,-2.6231,0.2436,-0.5383,-0.0642
3.1790,0.3203,0.1247,-1.5729,-1.1464,1.0000,1.0146,-4.5751,-2.4024,0.2467,-0.5439,-0.0689
3.1960,0.3203,0.1301,-1.5729,-1.1579,1.0000,1.0152,-4.9522,-2.5272,0.2299,-0.5073,-0.0728
3.2120,0.3203,0.1350,-1.5729,-1.1685,1.0000,1.0156,-5.1567,-2.5988,0.2132,-0.4707,-0.0758
3.2280,0.3203,0.1398,-1.5729,-1.1788,1.0000,1.0159,-4.9774,-2.4969,0.2171,-0.4784,-0.0781
3.2440,0.3203,0.1444,-1.5729,-1.1889,1.0000,1.0161,-5.0459,-2.4832,0.2114,-0.4655,-0.0797
3.2610,0.3203,0.1493,-1.5729,-1.1993,1.0000,1.0162,-4.4953,-2.2207,0.2144,-0.4715,-0.0806
3.2770,0.3203,0.1537,-1.5729,-1.2089,1.0000,1.0162,-5.0999,-2.4766,0.1910,-0.4205,-0.0810
3.2930,0.3203,0.1580,-1.5729,-1.2183,1.0000,1.0162,-4.6601,-2.2845,0.1946,-0.4279,-0.0809
3.3090,0.3203,0.1622,-1.5729,-1.2274,1.0000,1.0163,-4.7818,-2.3059,0.1898,-0.4170,-0.0810
3.3250,0.3203,0.1663,-1.5729,-1.2363,1.0000,1.0164,-4.4514,-2.1157,0.1851,-0.4065,-0.0814
3.3410,0.3203,0.1703,-1.5729,-1.2449,1.0000,1.0164,-4.4611,-2.1504,0.1805,-0.3961,-0.0818
3.3570,0.3203,0.1742,-1.5729,-1.2533,1.0000,1.0163,-4.2952,-2.0112,0.1758,-0.3857,-0.0819
3.3740,0.3203,0.1782,-1.5729,-1.2621,1.0000,1.0161,-3.9238,-1.8640,0.1783,-0.3910,-0.0814
3.3900,0.3203,0.1819,-1.5729,-1.2701,1.0000,1.0158,-4.3129,-2.0003,0.1589,-0.3486,-0.0803
3.4060,0.3203,0.1854,-1.5729,-1.2779,1.0000,1.0155,-3.9608,-1.8778,0.1619,-0.3550,-0.0789
